Lista,LP, ,Greedy, ,Greedy M2, ,Greedy M3, ,Greedy M4, ,Greedy M5, ,DTC 05, ,DTC 10, ,DTC 20, ,DTC 40, ,AG 5, ,AG 10, ,AG 20, ,AG 40, ,AG 80, ,AG 160, ,AG 320, 
random19-400.txt,"3168,2","175,243","3193,71","3,61","3176,05","22,434","3171,89","72,668","3168,2","97,087","3168,2","78,519","3189,58","10,648","3189,06","20,912","3173,24","35,925","3182,01","20,21","3546,9","5,549","3592,2","10,61","3604,46","20,751","3652,78","40,946","3640,42","81,173","3631,34","161,278","3906,99","321,446"
random20-400.txt,"2831,71","842,6","2844,25","3,448","2834,6","22,196","2831,71","47,993","2831,71","121,125","2831,71","417,412","2859,71","11,533","2834,92","9,035","2834,91","17,592","2840,3","44,601","3222,67","5,525","3218,11","10,58","3259,24","20,752","3386,34","40,992","3350,32","81,219","3337,21","161,295","3602,52","321,361"
random21-400.txt,"6949,7","80,053","6973,95","4,839","6958,28","11,407","6949,7","16,001","6949,7","31,579","6949,7","24,859","6955,94","7,724","6959,73","7,752","6963,66","8,961","6988,65","29,253","7306,08","5,471","7314,77","10,575","7379,5","20,622","7463,11","40,84","7424,77","80,958","7492,33","160,991","7635,69","321,118"
random22-400.txt,"6842,77","4165,912","6855,56","3,519","6844,07","32,37","6842,77","112,151","6842,77","227,59","6842,77","1054,104","6854,46","12,199","6868,48","10,47","6869,59","37,033","6865,63","21,651","7477,3","5,543","7349,02","10,626","7413,35","20,725","7196,4","40,887","7385,77","81,009","7425,86","161,187","7548,27","321,321"
random23-400.txt,"3880,56","164,49","3910,74","4,19","3885,38","15,841","3880,56","17,788","3880,56","25,433","3880,56","119,75","3931,16","20,261","3898,27","8,319","3893,75","14,457","3893,75","50,278","4206,15","5,545","4392,63","10,561","4390,04","20,637","4579,95","40,91","4416,95","80,915","4367,72","161,175","4490,08","321,273"
random2-400.txt,"3642,55","114,009","3669,02","5,033","3645,52","11,776","3642,55","16,8","3642,55","39,117","3642,55","60,263","3661,66","42,105","3650,83","12,504","3683,73","9,01","3664,15","31,91","4120,82","5,554","4128,15","10,597","4012,34","20,786","4179,32","40,939","4170,43","81,097","4293,2","161,244","4181,16","321,292"
random24-400.txt,"5676,67","3081,798","5693,97","5,345","5679,86","35,784","5679,86","162,58","5676,67","335,937","5676,67","380,979","5695,73","58,379","5686,5","56,257","5705,15","12,345","5700,64","28,522","6125,86","5,581","6206,51","10,59","6145,04","20,799","6325,22","40,911","6273,78","81,109","6380,09","161,189","6349,75","321,582"
random25-400.txt,"3489,2","162,046","3503,41","4,519","3496,72","12,508","3489,2","15,773","3489,2","71,32","3489,2","173,684","3503,26","9,102","3511,26","11,689","3513,07","11,997","3516,75","19,587","3924,25","5,487","3937,49","10,605","3972,0","20,758","4147,83","40,822","4012,02","80,898","4206,15","161,131","4253,97","321,351"
random26-400.txt,"2747,12","101,816","2760,57","3,782","2749,23","9,83","2747,12","15,67","2747,12","27,075","2747,12","29,962","2750,57","8,947","2754,77","12,853","2759,51","9,467","2762,85","30,557","3351,13","5,587","3314,51","10,651","3292,58","20,735","3360,46","40,985","3268,81","81,009","3269,48","161,365","3505,84","321,499"
random27-400.txt,"4392,9","256,648","4420,17","3,792","4395,68","8,805","4392,9","16,288","4392,9","30,645","4392,9","65,027","4430,42","36,988","4407,74","15,17","4415,83","11,806","4411,71","14,601","4654,77","5,47","4793,51","10,65","4893,73","20,679","4880,16","40,936","4859,8","81,091","4837,05","161,079","4983,57","321,456"
random28-400.txt,"3404,5","38,987","3425,69","3,456","3411,24","11,851","3411,24","13,819","3404,5","20,206","3404,5","26,071","3439,41","16,884","3418,42","7,254","3422,11","10,325","3415,72","30,838","3958,0","5,512","3822,71","10,62","3892,87","20,788","3846,46","40,908","3887,04","81,056","3991,4","161,115","4036,67","321,482"
random29-400.txt,"2231,85","1250,218","2255,44","3,747","2241,43","27,176","2231,85","127,943","2231,85","248,695","2231,85","963,036","2242,16","27,271","2239,12","21,891","2254,72","26,526","2270,11","16,719","2681,18","5,524","2783,29","10,604","2953,8","20,769","2873,05","40,873","2868,07","81,144","2908,87","161,269","2835,16","321,329"
random30-400.txt,"8167,68","23,25","8213,16","7,778","8181,29","13,218","8167,75","16,505","8167,68","22,622","8167,68","45,176","8236,08","9,099","8184,36","8,8","8185,32","9,423","8178,03","16,435","8812,62","5,543","8787,43","10,568","8698,69","20,713","8660,14","40,942","8662,78","81,068","8600,31","161,101","8776,14","321,455"
random31-400.txt,"3333,21","418,49","3365,33","7,342","3340,53","22,18","3336,04","62,763","3336,04","74,536","3333,21","111,062","3360,52","11,309","3376,14","11,122","3346,24","9,697","3384,1","37,767","3717,36","5,568","3803,66","10,67","3872,02","20,787","3886,73","40,931","3963,22","81,092","4051,9","161,238","4095,07","321,372"
random32-400.txt,"8081,05","172,264","8094,23","3,751","8081,05","13,55","8081,05","17,609","8081,05","40,587","8081,05","77,335","8100,69","11,013","8111,81","10,178","8103,16","12,677","8093,1","21,558","8824,74","5,568","8926,23","10,561","8807,8","20,79","8509,6","40,972","8507,06","81,095","8506,64","161,25","8587,15","321,37"
random33-400.txt,"3091,83","608,28","3095,85","3,385","3091,83","41,019","3091,83","88,527","3091,83","245,659","3091,83","167,233","3096,73","10,184","3096,07","19,833","3096,57","22,096","3104,36","27,066","3633,55","5,577","3696,12","10,605","3744,13","20,818","3609,65","40,907","3684,8","81,208","3774,53","161,38","3767,27","321,653"
random3-400.txt,"7108,3","1205,403","7118,79","3,364","7111,5","23,019","7111,5","75,516","7111,5","180,09","7111,5","278,051","7123,69","69,237","7121,96","24,785","7122,87","12,835","7129,67","27,71","7506,17","5,545","7610,94","10,599","7394,87","20,783","7660,35","40,949","7589,76","81,134","7737,5","161,176","7767,73","321,428"
random34-400.txt,"2667,45","524,255","2688,49","3,927","2667,45","19,931","2667,45","74,565","2667,45","137,512","2667,45","231,58","2668,5","54,203","2672,77","12,733","2692,38","14,91","2677,47","17,397","3135,02","5,478","3026,44","10,578","3154,06","20,797","3317,07","40,845","3150,85","81,014","3097,64","161,204","3303,88","321,253"
random35-400.txt,"2792,4","174,552","2803,88","3,529","2802,91","13,883","2795,45","35,838","2792,81","54,951","2792,81","54,936","2796,32","11,138","2805,85","11,145","2810,54","11,899","2800,39","24,387","3065,69","5,582","3422,74","10,55","3370,42","20,8","3288,43","40,968","3379,66","81,003","3429,84","161,237","3368,7","321,348"
random36-400.txt,"1727,19","5294,304","1756,14","3,131","1736,59","19,705","1734,58","92,911","1734,58","627,145","1734,58","1411,247","1759,64","49,635","1741,29","37,963","1763,04","13,986","1772,67","50,411","2077,01","5,463","2090,75","10,655","2059,79","20,777","2166,45","40,891","2201,71","81,077","2253,52","161,074","2131,27","321,273"
random37-400.txt,"4433,49","191,021","4449,32","4,249","4440,79","17,979","4435,76","18,858","4435,76","50,001","4433,49","43,934","4441,46","22,191","4442,87","12,644","4449,74","11,058","4441,4","19,262","4809,49","5,587","4983,71","10,632","4907,27","20,755","4968,62","40,856","4936,58","81,024","5051,91","161,257","4906,53","321,307"
random38-400.txt,"2784,76","670,805","2809,0","3,822","2788,69","12,076","2788,69","49,672","2787,14","79,796","2784,76","72,259","2794,64","31,046","2797,22","8,843","2818,49","16,284","2791,06","27,672","3157,84","5,515","3274,39","10,566","3305,49","20,856","3277,35","40,93","3404,27","81,119","3399,81","161,241","3428,41","321,279"
random39-400.txt,"9075,67","388,162","9104,36","2,782","9085,21","13,595","9081,3","48,527","9078,11","54,566","9075,67","201,062","9088,52","57,564","9099,37","6,969","9082,1","13,933","9098,92","35,081","9584,55","5,516","9534,82","10,504","9574,8","20,757","9713,55","40,972","9842,37","80,98","9825,61","161,181","9871,46","321,231"
random4-400.txt,"11258,93","4367,182","11273,98","3,476","11264,93","58,507","11258,93","139,988","11258,93","632,85","11258,93","1750,098","11284,89","58,679","11277,32","24,643","11283,21","15,368","11262,07","23,211","11733,22","5,578","11878,33","10,608","12039,57","20,798","11687,45","40,937","11958,1","81,121","11930,07","161,269","11952,84","321,445"
random5-400.txt,"3442,81","610,941","3450,26","5,157","3446,87","15,432","3442,81","20,234","3442,81","74,782","3442,81","116,101","3470,38","46,771","3477,32","10,447","3479,2","7,929","3487,07","13,655","4048,41","5,511","4024,99","10,582","3997,9","20,842","3984,24","40,939","4154,6","81,188","4053,15","161,348","4097,4","321,599"
random6-400.txt,"2901,32","37590,186","2934,65","4,256","2901,32","22,559","2901,32","106,862","2901,32","1001,207","2901,32","2913,914","2936,79","51,877","2912,21","18,146","2919,04","17,423","2908,73","19,632","3299,52","5,588","3399,62","10,581","3330,92","20,835","3457,64","40,869","3521,99","80,978","3502,32","161,24","3543,72","321,356"
random7-400.txt,"2454,21","605,455","2461,08","3,038","2461,08","8,505","2454,21","24,968","2454,21","51,974","2454,21","51,886","2475,61","12,488","2471,5","11,284","2495,09","16,984","2469,42","39,542","2802,67","5,509","2927,63","10,632","2926,65","20,728","2969,28","40,93","3038,02","81,061","3166,81","161,229","3134,34","321,22"
random8-400.txt,"10728,85","5333,968","10765,33","3,777","10737,35","31,867","10728,93","83,533","10728,85","217,421","10728,85","2105,456","10789,83","74,866","10754,85","22,627","10741,64","17,232","10729,04","46,834","11151,29","5,533","10995,14","10,578","11257,78","20,772","11333,84","40,92","11316,42","81,153","11414,45","161,397","11479,02","321,332"
random9-400.txt,"2615,93","546,257","2646,36","2,456","2618,86","12,064","2618,86","50,292","2615,93","60,723","2615,93","140,852","2616,02","15,956","2624,77","10,179","2625,31","8,157","2649,11","19,448","3000,14","5,47","3138,94","10,648","3242,49","20,821","3244,99","40,899","3202,96","81,053","3301,21","161,212","3386,56","321,392"
